,name,url_x,description,score,short_url,url_y,latlon,address,latitude,longitude
25,Appart'City Nimes,https://www.booking.com/hotel/fr/appart-city-nimes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=4be3a333ffbe0168&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""L’Appart'City Nîmes est situé à Nîmes, à 500 mètres du centre sportif et parc des expositions Le Parnasse, ainsi qu’à 20\xa0minutes à pied des arènes de Nîmes et de la gare TGV. "", '1 824 expériences vécues']","['7,2']",https://www.booking.com/hotel/fr/appart-city-nimes.fr.html?aid=304142,https://www.booking.com/hotel/fr/appart-city-nimes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=54a19aedaaee00e4&srepoch=1641938524&from=searchresults,"43.82158549,4.36459780","364, allée de l’Amérique Latine, 30900 Nîmes, France",43.82158549,4.3645978
26,Appartement Centre 2 chambres tout confort,https://www.booking.com/hotel/fr/appartement-centre-2-chambres-tout-confort.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=54a1a3329faa0007&srepoch=1646176357&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé dans le centre de Rouen, à moins de 1,4 km de la cathédrale Notre-Dame, l'Appartement Centre 2 chambres tout confort offre une vue sur la ville. "", '141 expériences vécues']","['8,8']",https://www.booking.com/hotel/fr/appartement-centre-2-chambres-tout-confort.fr.html?aid=304142,https://www.booking.com/hotel/fr/appartement-centre-2-chambres-tout-confort.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1462807&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=d0fd9aec948b02b0&srepoch=1641938522&from=searchresults,"49.44627480,1.09911110","7 Rue Dulong, 76000 Rouen, France",49.4462748,1.0991111
27,appartement cosy à 10 mètres du port de Cassis,https://www.booking.com/hotel/fr/appartement-cosy-a-10-metres-du-port-de-cassis.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416912&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=e211a333f4fb022b&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé à Cassis, à 250 mètres de la Grande Mer et à 450 mètres de Bestouan, l'appartement cosy à 10 mètres du port de Cassis propose une connexion Wi-Fi gratuite et la climatisation. "", '153 expériences vécues']","['8,3']",https://www.booking.com/hotel/fr/appartement-cosy-a-10-metres-du-port-de-cassis.fr.html?aid=304142,https://www.booking.com/hotel/fr/appartement-cosy-a-10-metres-du-port-de-cassis.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416912&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=25689aed896701b6&srepoch=1641938523&from=searchresults,"43.21533507,5.53686093","6 Rue Bremond, 13260 Cassis, France",43.21533507,5.53686093
28,appartement du pêcheur à Cassis à 10 mètres du port,https://www.booking.com/hotel/fr/appartement-du-pecheur-a-cassis-a-10-metres-du-port.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416912&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=e211a333f4fb022b&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Situé à Cassis, à 250 mètres de la Grande Mer et à 450 mètres du Bestouan, l'appartement du pêcheur à Cassis à 10 mètres du port propose une connexion Wi-Fi gratuite, une terrasse et la climatisation...."", '176 expériences vécues']","['8,7']",https://www.booking.com/hotel/fr/appartement-du-pecheur-a-cassis-a-10-metres-du-port.fr.html?aid=304142,https://www.booking.com/hotel/fr/appartement-du-pecheur-a-cassis-a-10-metres-du-port.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1416912&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=25689aed896701b6&srepoch=1641938523&from=searchresults,"43.21534046,5.53685820","6 Rue Bremond, 13260 Cassis, France",43.21534046,5.5368582
29,Appartement Edelweiss,https://www.booking.com/hotel/fr/appartement-edelweiss-eguisheim.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1425030&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=b275a3320c52000f&srepoch=1646176358&from=searchresults#hotelTmpl,"[""L'Appartement Edelweiss propose un hébergement avec connexion Wi-Fi gratuite à Eguisheim, à 600 mètres du marché de Noël. "", '4 expériences vécues']",['10'],https://www.booking.com/hotel/fr/appartement-edelweiss-eguisheim.fr.html?aid=304142,https://www.booking.com/hotel/fr/appartement-edelweiss-eguisheim.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1425030&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=f25c9aeca27601bf&srepoch=1641938523&from=searchresults,"48.04323544,7.30522192","36 Grand'rue, 68420 Eguisheim, France",48.04323544,7.30522192
30,Sojolidays - Studios et Appartements sur la Route des Vins,https://www.booking.com/hotel/fr/appartements-sojolidays.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=c0b5a332b0930222&srepoch=1646176358&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"['Situé à Rorschwihr, le Sojolidays - Studios et Appartements sur la Route des Vins propose des hébergements dans une maison du XIXème siècle avec un coin salon et une télévision à écran plat. ', '148 expériences vécues']","['9,3']",https://www.booking.com/hotel/fr/appartements-sojolidays.fr.html?aid=304142,https://www.booking.com/hotel/fr/appartements-sojolidays.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=e0269aec0d190206&srepoch=1641938522&from=searchresults,"48.21696149,7.36273705","12 Route du Vin, 68590 Rorschwihr, France",48.21696149,7.36273705
31,La Rochelle sur L'eau,https://www.booking.com/hotel/fr/aqua-domum.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=1d52a333a7550189&srepoch=1646176361&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Offrant une vue sur la mer, l'établissement La Rochelle sur L'eau est situé à La Rochelle, à 100 mètres des Minimes. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé. "", '74 expériences vécues']","['9,4']",https://www.booking.com/hotel/fr/aqua-domum.fr.html?aid=304142,https://www.booking.com/hotel/fr/aqua-domum.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=2e749aee2b9501d3&srepoch=1641938525&from=searchresults,"46.14347710,-1.17104020","Quai du Lazaret, 17000 La Rochelle, France",46.1434771,-1.1710402
32,Hotel Arc-En-Ciel Colmar Contact Hotel,https://www.booking.com/hotel/fr/arc-en-ciel-hexagone.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421049&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=5252a3324f0b022b&srepoch=1646176358&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""L'Hotel Arc-En-Ciel Colmar Contact Hotel vous accueille dans un cadre verdoyant, à seulement 1 km du centre-ville de Colmar, de ses sites historiques et attractions. "", '1 870 expériences vécues']","['8,0']",https://www.booking.com/hotel/fr/arc-en-ciel-hexagone.fr.html?aid=304142,https://www.booking.com/hotel/fr/arc-en-ciel-hexagone.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1421049&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=1da19aec8e3401c0&srepoch=1641938523&from=searchresults,"48.08745399,7.36068696","38, Route De Sélestat, 68000 Colmar, France",48.08745399,7.36068696
33,ATHOME RESIDENCE ET SPA,https://www.booking.com/hotel/fr/athome-residence-et-spa.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=1d52a333a7550189&srepoch=1646176361&from=searchresults#hotelTmpl,"[""Situé à La Rochelle, l'ATHOME RESIDENCE ET SPA propose une connexion Wi-Fi gratuite, un bar, un salon commun et un jardin. "", '1 736 expériences vécues']","['8,2']",https://www.booking.com/hotel/fr/athome-residence-et-spa.fr.html?aid=304142,https://www.booking.com/hotel/fr/athome-residence-et-spa.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1438604&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=2e749aee2b9501d3&srepoch=1641938525&from=searchresults,"46.14599500,-1.15239800","33 avenue du docteur planet, 17000 La Rochelle, France",46.145995,-1.152398
34,Novotel Atria Nimes Centre,https://www.booking.com/hotel/fr/atria-nimes-centre.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=4be3a333ffbe0168&srepoch=1646176359&from=searchresults#hotelTmpl,"['Le Novotel Atria Nîmes Centre vous accueille dans le centre-ville de Nîmes, à quelques minutes de la gare, des célèbres arènes romaines et de la place principale. ', '1 314 expériences vécues']","['7,9']",https://www.booking.com/hotel/fr/atria-nimes-centre.fr.html?aid=304142,https://www.booking.com/hotel/fr/atria-nimes-centre.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1455068&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=54a19aedaaee00e4&srepoch=1641938524&from=searchresults,"43.83542065,4.36340421","5 boulevard de Prague, 30000 Nîmes, France",43.83542065,4.36340421
35,Odalys City Aix en Provence L'Atrium,https://www.booking.com/hotel/fr/atrium-d-anaite.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406939&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=7b07a333432c00df&srepoch=1646176359&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Situé à Aix-en-Provence, l'Odalys City Aix en Provence L'Atrium propose des appartements d'une chambre et des studios indépendants avec une connexion Wi-Fi gratuite. "", '3 740 expériences vécues']","['7,5']",https://www.booking.com/hotel/fr/atrium-d-anaite.fr.html?aid=304142,https://www.booking.com/hotel/fr/atrium-d-anaite.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406939&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=fc9c9aed4e23013f&srepoch=1641938524&from=searchresults,"43.52409101,5.45521617","15 Cours Gambetta - Espace Forbin, 13100 Aix-en-Provence, France",43.52409101,5.45521617
36,Au 30,https://www.booking.com/hotel/fr/au-30.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1447079&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=a9d5a332589400b7&srepoch=1646176357&from=searchresults#hotelTmpl,"[""Situé à Lille, à 50 mètres du Zénith et du Grand Palais, l'établissement Au 30 propose des appartements et des suites indépendants. La station de métro Mairie de Lille se trouve à seulement 400..."", '270 expériences vécues']","['9,6']",https://www.booking.com/hotel/fr/au-30.fr.html?aid=304142,https://www.booking.com/hotel/fr/au-30.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1447079&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=bd659aec0e9a0316&srepoch=1641938522&from=searchresults,"50.63294839,3.07494975","30 rue Paul Duez, Centre de Lille, 59800 Lille, France",50.63294839,3.07494975
37,Au Cœur des Remparts,https://www.booking.com/hotel/fr/au-coeur-des-remparts-aigues-mortes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406800&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=ca54a3335a8400ec&srepoch=1646176359&from=searchresults#hotelTmpl,"['Hébergement géré par un particulier', ""Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, l'établissement Au Cœur des Remparts est situé à Aigues-Mortes. Cet hébergement climatisé se trouve à 44 km de Nîmes. "", '119 expériences vécues']","['9,9']",https://www.booking.com/hotel/fr/au-coeur-des-remparts-aigues-mortes.fr.html?aid=304142,https://www.booking.com/hotel/fr/au-coeur-des-remparts-aigues-mortes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1406800&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=6dfb9aed2f1f000d&srepoch=1641938524&from=searchresults,"43.56540100,4.19297300","15 rue Roger Salengro, 30220 Aigues-Mortes, France",43.565401,4.192973
38,Au Loup Historic Apartments,https://www.booking.com/hotel/fr/au-loup-historic-apartments-bayeux.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=9954a332f36e007c&srepoch=1646176357&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Installé à Bayeux, à 550 mètres de la cathédrale Notre-Dame et à 10 minutes à pied du musée de la Tapisserie de Bayeux, l'établissement Au Loup Historic Apartments propose des hébergements avec..."", '626 expériences vécues']","['8,6']",https://www.booking.com/hotel/fr/au-loup-historic-apartments-bayeux.fr.html?aid=304142,https://www.booking.com/hotel/fr/au-loup-historic-apartments-bayeux.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=834b9aecdc830110&srepoch=1641938522&from=searchresults,"49.27279800,-0.70755600","45 Rue Saint-Loup, 14400 Bayeux, France",49.272798,-0.707556
39,Gîte Binnert Bader,https://www.booking.com/hotel/fr/au-muenchberg.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=c0b5a332b0930222&srepoch=1646176358&from=searchresults#hotelTmpl,"['Situé dans la région viticole du Bas-Rhin, le Gîte Binnert Bader propose une terrasse et des chambres insonorisées. Cette maison de vacances se trouve à 15 km de la gare de Sélestat. ', '8 expériences vécues']","['9,5']",https://www.booking.com/hotel/fr/au-muenchberg.fr.html?aid=304142,https://www.booking.com/hotel/fr/au-muenchberg.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=e0269aec0d190206&srepoch=1641938522&from=searchresults,"48.35583553,7.42061555","73a,route du vin, 67680 Nothalten, France",48.35583553,7.42061555
40,Hotel Au Nid De Cigognes,https://www.booking.com/hotel/fr/au-nid-de-cigognes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=c0b5a332b0930222&srepoch=1646176358&from=searchresults#hotelTmpl,"[""L'hôtel Au Nid de Cigognes est situé au cœur de l'Alsace, à 5 minutes de Colmar, Ribeauvillé, Riquewihr et Kaysersberg. Il dispose d'une piscine intérieure, d'un sauna et d'un hammam. "", '637 expériences vécues']","['8,4']",https://www.booking.com/hotel/fr/au-nid-de-cigognes.fr.html?aid=304142,https://www.booking.com/hotel/fr/au-nid-de-cigognes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=204055&dest_type=landmark&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=e0269aec0d190206&srepoch=1641938522&from=searchresults,"48.16047850,7.37237871","2 Route De Colmar, 68150 Ostheim, France",48.1604785,7.37237871
41,Hotel Colmar Vignes Eguisheim,https://www.booking.com/hotel/fr/auberge-des-comtes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1425030&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=b275a3320c52000f&srepoch=1646176358&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"[""Situé à 200 mètres du centre-ville d'Eguishein et à 10 minutes en voiture de Colmar, l'Hotel Colmar Vignes Eguisheim met gratuitement à votre disposition une connexion Wi-Fi ainsi qu'un parking privé...."", '937 expériences vécues']","['8,8']",https://www.booking.com/hotel/fr/auberge-des-comtes.fr.html?aid=304142,https://www.booking.com/hotel/fr/auberge-des-comtes.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=-1425030&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=f25c9aeca27601bf&srepoch=1641938523&from=searchresults,"48.04327133,7.30412185","2 rue des Trois Châteaux, 68420 Eguisheim, France",48.04327133,7.30412185
42,Auberge des Deux Rivières,https://www.booking.com/hotel/fr/auberge-des-deux-rivia-res-seix.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2507&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=6d94a3338b8c0168&srepoch=1646176361&from=searchresults#hotelTmpl,"[""L'Auberge Des Deux Rivières est située en plein cœur du département de l'Ariège, dans les Pyrénées françaises, au confluent de l'Alet et du Salat. "", '472 expériences vécues']","['8,3']",https://www.booking.com/hotel/fr/auberge-des-deux-rivia-res-seix.fr.html?aid=304142,https://www.booking.com/hotel/fr/auberge-des-deux-rivia-res-seix.fr.html?aid=304142&ucfs=1&arphpl=1&dest_id=2507&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=93ed9aede578003b&srepoch=1641938524&from=searchresults,"42.83202716,1.19836539","Pont De La Taule, 09140 Seix, France",42.83202716,1.19836539
